id,rooms,address,price,lat,lon,canton
321,4,"Zollikerberg, Trichtenhauser Str. 59",2240,47.3506125,8.6016516,zurich
322,2.5,"Zürich, Goldauerstrasse 58",3920,47.3895328,8.5499977,zurich
323,3.5,"Horgen, Neugasse 15",2555,47.2573711,8.5893348,zurich
324,5.5,"Affoltern am Albis, Zürichstr. 53",2500,47.2763266,8.4508342,zurich
325,5.5,"Hinwil, Brandstr. 7",1890,47.2958348,8.8402346,zurich
326,3.5,"Niederglatt ZH, Kaiserstuhlstrasse 76",1990,47.4955303,8.4956308,zurich
327,3.5,"Zürich, Fritz Fleiner - Weg 7",3710,47.3815966,8.5616243,zurich
328,3.5,"Zürich, Bürglistr. 25",4790,47.3608418,8.5341655,zurich
329,2.5,"Zürich, Hohlstrasse 104",2550,47.3792013,8.5227644,zurich
330,4.5,"Uitikon Waldegg, Breitacherstr. 6",3020,47.3753245,8.4477202,zurich
331,3,"Zürich, Segantinistrasse 206",2030,47.4081832,8.4901350,zurich
332,3.5,"Zürich, Hädrichstr. 8",2711,47.3788402,8.4902665,zurich
333,4.5,"Uster, Kanalweg 4",1835,47.3457443,8.7263273,zurich
334,3.5,"Zürich, Hügelstr. 8",3170,47.3526329,8.5250504,zurich
335,1,"Zürich, Margrit Rainer - Str. 15",3550,47.4157912,8.5373617,zurich
336,4.5,"Zürich, Bucheggstr. 130",4420,47.3983116,8.5382366,zurich
337,4.5,"Dietlikon, In Lampitzäckern 43",2390,47.4144952,8.6153479,zurich
338,1,"Winterthur, Gutstr. 11",1320,47.4896220,8.7333734,zurich
339,N/A,"Zürich, Binzmühlestr. 46",2104,47.4140793,8.5452043,zurich
340,7,"Zürich, Signaustrasse 10",10580,47.3629785,8.5567287,zurich
341,4.5,"Wallisellen, Langenwiesenstr. 6",2800,47.4172815,8.5826292,zurich
342,3.5,"Zürich, Hallenstrasse 8",4280,47.3631924,8.5487230,zurich
343,3.5,"Zürich, Bürglistr. 25",4740,47.3609871,8.5299241,zurich
344,3.5,"Wädenswil, Speerstr. 1",1690,47.2209865,8.6717477,zurich
345,1.5,"8108 Dällikon, Contact agency for the address",1710,47.4374589,8.4376161,zurich
346,2,"Zürich, Wolframplatz 1",3773,47.3622505,8.5222218,zurich
347,1.5,"8108 Dällikon, Contact agency for the address",1660,47.4396647,8.4338960,zurich
348,4.5,"8907 Wettswil, Contact agency for the address",3500,47.3425465,8.4733549,zurich
349,5.5,"8926 Kappel am Albis, Contact agency for the address",3500,47.2220360,8.5217746,zurich
350,4.5,"Feldmeilen, Haldengässli 4",4000,47.2792758,8.6155842,zurich
351,2,"Zürich, Gotthelfstrasse 48",2420,47.3687731,8.5206399,zurich
352,3.5,"Winterthur, Holzlegistrasse 8b",2630,47.5120897,8.6947254,zurich
353,4.5,"Adliswil, Im Sihlhof 28",2865,47.3218566,8.5232470,zurich
354,3.5,"8803 Rüschlikon, Contact agency for the address",3710,47.3016326,8.5476700,zurich
355,4.5,"Nürensdorf, Oberackerstrasse 6",2530,47.4614115,8.6620038,zurich
356,3,"Kloten, Lochäckerstrasse 4",1800,47.4452070,8.5893130,zurich
357,1,"Zürich, Brauerstrasse 29",1500,47.3776161,8.5271853,zurich
358,4.5,"8428 Teufen ZH, Contact agency for the address",1860,47.5514137,8.5676923,zurich
359,3.5,"Uster, Talweg 132",2025,47.3487411,8.7316778,zurich
360,4.5,"Erlenbach ZH, Erlengutstrasse 8",4260,47.3008883,8.5937672,zurich
361,3.5,"Zollikerberg, Rietholzstrasse 38",2675,47.3435043,8.5961035,zurich
362,3,"Zürich, Gotthelfstrasse 48",2930,47.3687731,8.5206399,zurich
363,5.5,"Rüti ZH, Rosenburgstr. 16",2550,47.2603604,8.8595572,zurich
364,4,"Pfäffikon ZH, Hofwiesenstr. 8",1590,47.3732225,8.7824765,zurich
365,5,"Zürich, Imfeldstrasse 11",4090,47.3885383,8.5351035,zurich
366,1,"Zumikon, Dorfstrasse 68",N/A,47.3302168,8.6256865,zurich
367,4.5,"Uster, Guschstrasse 6",3800,47.3454185,8.7254238,zurich
368,5.5,"Zürich, Zollikerstrasse 134",3500,47.3564105,8.5601409,zurich
369,3,"Zürich, Nordstrasse 88",2510,47.3887346,8.5361109,zurich
370,2,"Urdorf, Schlierenstr. 43",1695,47.3908142,8.4214824,zurich
371,2.5,"Zürich, Bederstrasse 103",3200,47.3613539,8.5261063,zurich
372,3.5,"Bülach, Gussstr. 12",2055,47.5265028,8.5373972,zurich
373,3.5,"8820 Wädenswil, Contact agency for the address",3100,47.2315364,8.6694384,zurich
374,3.5,"Dübendorf, Bühlwiesenstrasse",3125,47.3994001,8.6083748,zurich
375,2.5,"Zürich, Kornhausstr. 36",4019,47.3892555,8.5365860,zurich
376,5.5,"8048 Zürich, Contact agency for the address",5070,47.3860342,8.4781489,zurich
377,3.5,"Zürich, Seefeldstr. 116",5210,47.3585636,8.5534335,zurich
378,2,"Zürich, Badenerstrasse 356",4100,47.3787237,8.5097045,zurich
379,2.5,"Zürich, Limmatquai 48",2775,47.3711860,8.5432520,zurich
380,4.5,"8002 Zürich, Contact agency for the address",5050,47.3644078,8.5342635,zurich
381,1.5,"Zürich, Winterthurerstr. 616",1800,47.4051136,8.5783926,zurich
382,N/A,"Zürich, Wolframplatz 1",3662,47.3622505,8.5222218,zurich
383,3.5,"Dübendorf, Neuhofstr.8",1860,47.4002028,8.6208653,zurich
384,4,"Egg b. Zürich, Leestrasse 22",2210,47.2923342,8.6968279,zurich
385,4.5,"Zürich, Hagenholzstr. 55",7300,47.4147030,8.5548017,zurich
386,2,"Zürich, Gotthelfstrasse 54",2240,47.3687159,8.5200164,zurich
387,4.5,"Volketswil, Brunnenstrasse 6b",2250,47.3825633,8.6776653,zurich
388,2.5,"Zürich, Jenatschstrasse 1",3920,47.3636193,8.5341817,zurich
389,3.5,"Zürich, Seefeldstrasse 26",5503,47.3637008,8.5490045,zurich
390,4.5,"8903 Birmensdorf ZH, Contact agency for the address",2550,47.3511283,8.4354596,zurich
391,N/A,"Zürich, Cramerstrasse 8-12",2214,47.3732697,8.5262025,zurich
392,3.5,"Zürich, Hufgasse 19",3540,47.3649460,8.5495076,zurich
393,4.5,"Erlenbach ZH, Rankstrasse 32",3700,47.3071731,8.5977424,zurich
394,4,"Zürich, Alderstr. 41",2986,47.3567610,8.5540756,zurich
395,3,"Neftenbach, Sattleracherstrasse 34/36",1760,47.5281470,8.6707650,zurich
396,3.5,"Zürich, Grossackerstrasse 81",2100,47.3240829,8.5094192,zurich
397,3.5,"Fahrweid, Brunaustrasse 154",2050,47.4131261,8.4167554,zurich
398,2.5,"Zürich, Bombachsteig 16",2360,47.4040283,8.4890547,zurich
399,5.5,"8041 Zürich, Contact agency for the address",3860,47.3334711,8.5042533,zurich
400,2.5,"8803 Rüschlikon, Contact agency for the address",3185,47.3054956,8.5497129,zurich
401,3.5,"Zürich, Sihlhallenstrasse 28",2580,47.3801427,8.5264064,zurich
402,2,"Zürich, Forsterstr. 67",2200,47.3813725,8.5598644,zurich
403,3,"Effretikon, Vogelbuckstr. 34",1570,47.4345392,8.6849342,zurich
404,2.5,"Zürich, Käferholzstr. 40",2800,47.4021275,8.5329114,zurich
405,3.5,"8057 Zürich, Contact agency for the address",4050,47.4010745,8.5493060,zurich
406,2.5,"Küsnacht ZH, Fähnlibrunnenstr. 3",3115,47.3208977,8.5793548,zurich
407,2.5,"Zürich, Eugen-Huber-Str. 113",2340,47.3875925,8.4753017,zurich
408,2,"Zürich, Schulhausstrasse 53",2350,47.3603710,8.5275838,zurich
409,4.5,"Zürich, Birmensdorferstr. 450",3720,47.3688074,8.4994673,zurich
410,4,"Greifensee, Müllerwis 30",1750,47.3692920,8.6818030,zurich
411,N/A,"Zürich, Bellariastrasse 36",2862,47.3569113,8.5348595,zurich
412,2.5,"Zürich, Bergellerstrasse 32",2050,47.4064913,8.4928830,zurich
413,3.5,"Oberengstringen, Neugutstrasse 24",2180,47.4080260,8.4564456,zurich
414,2.5,"Zürich, Lavaterstr. 63",3490,47.3613376,8.5330866,zurich
415,1.5,"Zürich, Schärenmoosstr. 80",2310,47.4277105,8.5402405,zurich
416,4.5,"8154 Oberglatt ZH, Contact agency for the address",2990,47.4803159,8.5211767,zurich
417,2.5,"Zürich, Badenerstrasse 294",2240,47.3775825,8.5140481,zurich
418,5.5,"6122 Menznau, Contact agency for the address",1500,47.0828149,8.0446126,lucerne
419,3.5,"6170 Schüpfheim, Contact agency for the address",1600,46.9542799,8.0203079,lucerne
420,3.5,"6048 Horw, Contact agency for the address",3190,47.0155592,8.3113051,lucerne
421,4.5,"6014 Luzern, Contact agency for the address",1980,47.0475582,8.2685553,lucerne
422,2.5,"Nebikon, Luthernmatte 1b",1260,47.1903613,7.9750590,lucerne
423,4.5,"6174 Sörenberg, Contact agency for the address",1840,46.8219772,8.0324820,lucerne
424,2.5,"Luzern, Reussinsel 28",1700,47.0549993,8.2898386,lucerne
425,4.5,"Emmenbrücke, Schönbühlstrasse 14",1980,47.0725826,8.2562728,lucerne
426,6.5,"6122 Menznau, Contact agency for the address",1900,47.0791231,8.0320334,lucerne
427,6.5,"6014 Luzern, Contact agency for the address",2200,47.0504568,8.2647868,lucerne
428,4.5,"6294 Ermensee, Contact agency for the address",2340,47.2306608,8.2406012,lucerne
429,3.5,"6020 Emmenbrücke, Contact agency for the address",2015,47.0760692,8.2800046,lucerne
430,2.5,"6014 Luzern, Contact agency for the address",1980,47.0511475,8.2623262,lucerne
431,3.5,"Neuenkirch, Zentrum 2",1730,47.0991934,8.2056562,lucerne
432,2.5,"Kriens, Am Mattenhof 2b",1537,47.0282176,8.3010915,lucerne
433,7,"6221 Rickenbach LU, Contact agency for the address",3150,47.2172960,8.1557986,lucerne
434,3.5,"Luzern, Seefeldstrasse 12",1960,47.0521316,8.3401694,lucerne
435,N/A,"Luzern, Neustadtstrasse 16",2492,47.0438020,8.3084652,lucerne
436,3.5,"Luzern, Winkelriedstr. 25",3370,47.0481015,8.3060683,lucerne
437,2.5,"Luzern, Zihlmattweg 42",1757,47.0317029,8.3061623,lucerne
438,3.5,"6280 Hochdorf, Contact agency for the address",2300,47.1649863,8.2876188,lucerne
439,4.5,"Geuensee, Pilatusblick 1",1270,47.1982222,8.1080687,lucerne
440,4.5,"6004 Luzern, Contact agency for the address",3825,47.0627666,8.3013195,lucerne
441,6.5,"6196 Marbach LU, Contact agency for the address",1600,46.8547242,7.8966411,lucerne
442,1,"Luzern, Blattenmoosstr. 2",720,47.0504640,8.2742712,lucerne
443,1.5,"Luzern, Seidenhofstr. 1",2350,47.0506501,8.3075458,lucerne
444,2.5,"Emmenbrücke, Seetalplatz 1f",1525,47.0686136,8.2801984,lucerne
445,4.5,"Ebikon, Schachenweidstr. 121",1420,47.0730035,8.3281929,lucerne
446,1.5,"6010 Kriens, Contact agency for the address",3430,47.0242280,8.2813334,lucerne
447,2,"6006 Luzern, Contact agency for the address",1500,47.0530131,8.3407570,lucerne
448,1,"Emmenbrücke, Gerliswilstr. 13a",1830,47.0698637,8.2807339,lucerne
449,3.5,"Luzern, Seidenhofstr. 1",2660,47.0506501,8.3075458,lucerne
450,4.5,"6037 Root, Contact agency for the address",3550,47.1200584,8.3926444,lucerne
451,2.5,"Luzern, Maihofstrasse 8, 6004 Lucerne",3500,47.0614541,8.3091329,lucerne
452,2.5,"6354 Vitznau, Contact agency for the address",1850,47.0095685,8.4847661,lucerne
453,3.5,"Adligenswil, Talstrasse 33",2100,47.0626694,8.3605293,lucerne
454,2.5,"Emmenbrücke, Obere Erlen 39",1510,47.0741769,8.2557200,lucerne
455,2.5,"Dagmersellen, Bahnhofweg 4",1100,47.2170858,7.9800611,lucerne
456,2.5,"Emmenbrücke, Seetalplatz 1a",1450,47.0690968,8.2810318,lucerne
457,3,"6130 Willisau, Contact agency for the address",1500,47.1210656,7.9922185,lucerne
458,4.5,"Luzern, Hirschengraben 7",3590,47.0501026,8.3056468,lucerne
459,3.5,"Malters, Muoshofstr. 7",1605,47.0387955,8.1847415,lucerne
460,5.5,"6003 Luzern, Contact agency for the address",6440,47.0501168,8.2918459,lucerne
461,4.5,"6048 Horw, Contact agency for the address",N/A,47.0181985,8.3079674,lucerne
462,2.5,"Beromünster, Spittelgass 11",1490,47.2042313,8.1955016,lucerne
463,4.5,"Luzern, Rösslimattstr. 4",3950,47.0351569,8.3027915,lucerne
464,2.5,"Luzern, Wesemlinrain 14",1870,47.0594668,8.3108085,lucerne
465,2.5,"Luzern, Denkmalstrasse 2",1250,47.0575999,8.3109347,lucerne
466,3,"Luzern, Täschmattstrasse 11",1280,47.0647985,8.2802374,lucerne
467,4.5,"6356 Rigi Kaltbad, Contact agency for the address",1950,47.0443850,8.4668785,lucerne
468,5.5,"6196 Marbach LU, Contact agency for the address",1790,46.8497870,7.8991106,lucerne
469,3,"Luzern, Winkelriedstr. 47",1950,47.0465479,8.3074137,lucerne
470,4,"Entlebuch, Hofmatte 19",1250,46.9963346,8.0659307,lucerne
471,4.5,"Marbach LU, Dorfstrasse 1",1040,46.8572519,7.9005505,lucerne
472,2.5,"Luzern, Güterstr. 2b",1850,47.0473745,8.3138445,lucerne
473,3.5,"Schenkon, Zellburg 3",1432,47.1772839,8.1270726,lucerne
474,5.5,"6222 Gunzwil, Contact agency for the address",2600,47.2136394,8.1849559,lucerne
475,1.5,"Luzern, Seidenhofstr. 1",2290,47.0506501,8.3075458,lucerne
476,4.5,"Luzern, Seefeldstrasse 14",2360,47.0519691,8.3406412,lucerne
477,2.5,"Emmenbrücke, Seetalplatz 1a",1600,47.0690968,8.2810318,lucerne
478,3.5,"6037 Root, Contact agency for the address",3550,47.1185149,8.3913466,lucerne
479,4.5,"Luzern, Rösslimattstr. 4",3650,47.0351569,8.3027915,lucerne
480,1.5,"6153 Ufhusen, Contact agency for the address",990,47.1131330,7.8963668,lucerne
481,N/A,"6353 Weggis, Contact agency for the address",N/A,47.0335762,8.4225563,lucerne
482,3.5,"6280 Hochdorf, Contact agency for the address",2350,47.1652760,8.2871093,lucerne
483,3.5,"Malters, Muoshofstr. 20",1460,47.0388545,8.1853557,lucerne
484,2.5,"Luzern, Güterstr. 2b",2550,47.0472000,8.3135450,lucerne
485,6.5,"6006 Luzern, Contact agency for the address",11800,47.0499569,8.3462642,lucerne
486,3,"Luzern, Würzenbachstrasse 41",1770,47.0556650,8.3475099,lucerne
487,3.5,"6032 Emmen, Contact agency for the address",2260,47.0961580,8.3045007,lucerne
488,4.5,"Kriens, Houelbachstr. 5",1720,47.0305512,8.2715137,lucerne
489,3.5,"Emmenbrücke, Fadenstr. 28",2000,47.0691246,8.2793771,lucerne
490,4.5,"Luzern, Obergütschrain 2",2150,47.0462633,8.2879432,lucerne
491,5.5,"Sursee, Längstäg 3",2800,47.1727894,8.1085516,lucerne
492,3.5,"Malters, Muoshofstr. 22",1460,47.0389357,8.1858031,lucerne
493,3.5,"6048 Horw, Contact agency for the address",2600,47.0212251,8.3048834,lucerne
494,5.5,"Emmen, Rathausenstrasse 7",2450,47.0822242,8.3080812,lucerne
495,3,"Luzern, Baselstrasse 45",1590,47.0531963,8.2945711,lucerne
496,2.5,"Emmenbrücke, Seetalplatz 1a",1700,47.0690968,8.2810318,lucerne
497,4.5,"Kriens, Houelbachstrasse 1",2100,47.0308388,8.2706305,lucerne
498,2.5,"Luzern, Tribschenstr. 62d",2140,47.0423260,8.3169589,lucerne
499,1.5,"Emmenbrücke, Seetalplatz 1a",1320,47.0690968,8.2810318,lucerne
500,3.5,"Ebikon, Schachenweidstr. 109",1300,47.0737542,8.3292377,lucerne
501,2.5,"Sursee, Centralstrasse 31b",1340,47.1697789,8.1017952,lucerne
502,3.5,"Luzern, Kauffmannweg 4",3370,47.0477460,8.3051423,lucerne
503,1,"6005 Luzern, Contact agency for the address",2300,47.0402106,8.3123441,lucerne
504,3.5,"Luzern, Brünigstrasse 18",1660,47.0431724,8.3109726,lucerne
505,5.5,"6182 Escholzmatt, Contact agency for the address",1300,46.9280509,7.9426434,lucerne
506,2.5,"Emmenbrücke, Seetalplatz 1f",1550,47.0686136,8.2801984,lucerne
507,3,"Luzern, Dornacherstrasse 15",1300,47.0459748,8.3058778,lucerne
508,3.5,"Luzern, Längweiherstr. 14",1310,47.0547099,8.2792074,lucerne
509,1,"Emmenbrücke, Gerliswilstr. 13d",1860,47.0695454,8.2794426,lucerne
510,2.5,"Emmenbrücke, Fadenstr. 30",1550,47.0689491,8.2795715,lucerne
511,3.5,"Emmenbrücke, Rothenburgstrasse 8",1920,47.0822181,8.2725374,lucerne
512,3,"Luzern, Weggismattstr. 6",1590,47.0630730,8.3093507,lucerne
513,4.5,"6020 Emmenbrücke, Contact agency for the address",2200,47.0729810,8.2809471,lucerne
514,1,"Kriens, Nidfeldstrasse 2u",1290,47.0296061,8.2960868,lucerne
515,2.5,"Luzern, Wesemlinstrasse 2",1740,47.0600979,8.3094366,lucerne
516,3.5,"Luzern, Seidenhofstr. 1",3150,47.0506501,8.3075458,lucerne
517,2.5,"Luzern, Kapellgasse 11",1300,47.0523066,8.3066434,lucerne
518,2.5,"Luzern, Maihofstrasse 8, 6004 Lucerne",3600,47.0614541,8.3091329,lucerne
519,2.5,"Luzern, Mühlemattstr. 9",1600,47.0533343,8.2993865,lucerne
520,4.5,"Sursee, Carl-Beck-Str. 16c",1930,47.1753390,8.1194447,lucerne
521,5.5,"6047 Kastanienbaum, Contact agency for the address",5100,47.0094248,8.3341767,lucerne
522,4.5,"6004 Luzern, Contact agency for the address",3020,47.0628667,8.2972227,lucerne
523,4.5,"Luzern, Schädrütihalde 11",3880,47.0585230,8.3473049,lucerne
524,N/A,"Kriens, Nidfeldstrasse 2U",930,47.0296061,8.2960868,lucerne
525,3.5,"6010 Kriens, Contact agency for the address",2980,47.0185067,8.2826066,lucerne
526,3.5,"Luzern, Matthofring 19 21 23",1590,47.0353470,8.3321200,lucerne
527,4.5,"6142 Gettnau, Contact agency for the address",1740,47.1413383,7.9650229,lucerne
528,1.5,"Emmenbrücke, Fadenstr. 26",1655,47.0693025,8.2791853,lucerne
529,4.5,"6460 Altdorf UR, Contact agency for the address",1900,46.8823590,8.6491072,uri
530,5,"6460 Altdorf UR, Contact agency for the address",1600,46.8796322,8.6513665,uri
531,3.5,"6467 Schattdorf, Contact agency for the address",1700,46.8626131,8.6458844,uri
532,3.5,"6460 Altdorf UR, Contact agency for the address",1200,46.8820000,8.6444583,uri
533,4.5,"8832 Wollerau, Contact agency for the address",4190,47.1946524,8.7161222,schwyz
534,4.5,"Einsiedeln, Mühlestrasse 3",1950,47.1263986,8.7461973,schwyz
535,2.5,"6410 Goldau, Contact agency for the address",2000,47.0483288,8.5531126,schwyz
536,4.5,"Lachen SZ, Hintere Bahnhofstr. 10",3390,47.1912134,8.8503187,schwyz
537,4.5,"8808 Pfäffikon SZ, Contact agency for the address",5550,47.1986223,8.7781957,schwyz
538,4.5,"8840 Einsiedeln, Contact agency for the address",1980,47.1277253,8.7510899,schwyz
539,3.5,"6403 Küssnacht am Rigi, Contact agency for the address",2150,47.0787197,8.4418719,schwyz
540,3.5,"6440 Brunnen, Contact agency for the address",2900,46.9994407,8.6105542,schwyz
541,3.5,"Gersau, Talstrasse 2",3550,46.9941062,8.5181905,schwyz
542,5.5,"6440 Brunnen, Contact agency for the address",2320,47.0032626,8.6157884,schwyz
543,4.5,"Vuisternens-en-Ogoz, chemin de l'école 4",1950,46.7080209,7.0527336,fribourg
544,3.5,"Estavayer-le-Lac, Champ de Lune 25 -27",1745,46.8500075,6.8557318,fribourg
545,2.5,"Dompierre FR, Rue Centrale 6A",860,46.8514594,6.9904576,fribourg
546,3,"Fribourg, Route de la Gruyère 19",1346,46.7948286,7.1424632,fribourg
547,3.5,"Fribourg, Rue du Criblet 6",1520,46.8048430,7.1536352,fribourg
548,4.5,"Neyruz FR, La Roseraie 11",1735,46.7733848,7.0783208,fribourg
549,4.5,"Fribourg, Bd de Pérolles 53",1910,46.7968368,7.1538578,fribourg
550,4,"Le Mouret, PASSAGE QUERRO 11",1300,46.7486174,7.1703553,fribourg
551,2.5,"Fribourg, Chemin de Richemond 1",1150,46.8015726,7.1481330,fribourg
552,2.5,"Fribourg, Avenue du Midi 13",N/A,46.8009730,7.1482468,fribourg
553,1.5,"Fribourg, Route Monseigneur-Besson 5",833,46.8062848,7.1770093,fribourg
554,3.5,"La Tour-de-Trême, Rue des Agges 44",1260,46.6126728,7.0493582,fribourg
555,N/A,"Riaz, Chemin de l'Ondine 17",2590,46.6365074,7.0645995,fribourg
556,3.5,"Fribourg, Avenue Jean-Marie Musy 5",1110,46.8082258,7.1751054,fribourg
557,1.5,"Fribourg, Chemin des Mésanges 14",691,46.8110100,7.1420791,fribourg
558,3.5,"Fribourg, Route des Arsenaux 6, Entrée A",1545,46.7983761,7.1493094,fribourg
559,1.5,"Fribourg, Rue Jacques-Vogt 1",990,46.7989947,7.1536007,fribourg
560,1.5,"Mézières FR, Chemin du Tremblex 2",790,46.6787944,6.9246339,fribourg
561,5.5,"Morlon, Au Village 55",2470,46.6272914,7.0873307,fribourg
562,4.5,"Belfaux, Route de Lossy 20",1820,46.8231364,7.1101125,fribourg
563,4,"Bulle, Rue de Vevey 197",1300,46.6133598,7.0437393,fribourg
564,2,"Fribourg, Rue Joseph Reichlen 3",1095,46.7984225,7.1524240,fribourg
565,3.5,"Villars-sur-Glâne, Route de la Glâne 130",1300,46.7907161,7.1381025,fribourg
566,5.5,"Belfaux, Place Gare GFM 3",2400,46.8215467,7.1080835,fribourg
567,1.5,"Düdingen, Alfons-Aebystrasse 37",N/A,46.8486043,7.1951102,fribourg
568,3.5,"Villars-sur-Glâne, Route du Bugnon 40",1470,46.7953881,7.1139107,fribourg
569,3.5,"Romont FR, Route de la Condémine 5",1400,46.6886719,6.9113292,fribourg
570,3.5,"Villars-sur-Glâne, Rue du Centre 14",N/A,46.7938340,7.1323374,fribourg
571,3.5,"Enney, La Forcla 30",1660,46.5604236,7.0794485,fribourg
572,2,"Fribourg, Route de Villars 19",1120,46.8012230,7.1432036,fribourg
573,4.5,"Grandsivaz, Route de Mannens 10",1550,46.7858607,6.9781201,fribourg
574,4.5,"Granges-Paccot, Route du Château 19",1670,46.8201743,7.1558736,fribourg
575,2.5,"La Tour-de-Trême, Rue de l'Ancien Comté 16",1270,46.6103978,7.0629763,fribourg
576,3.5,"Bulle, Rue de l'Europe 20",N/A,46.6257983,7.0559579,fribourg
577,3.5,"1726 Farvagny-le-Grand, Contact agency for the address",1790,46.7186793,7.0578126,fribourg
578,3.5,"La Roche FR, route de Fribourg 43",1200,46.6992643,7.1425947,fribourg
579,1,"Fribourg, Route des Acacias 8",735,46.8077270,7.1720310,fribourg
580,3.5,"Fribourg, GRAND-RUE 66-67",1300,46.8057060,7.1621977,fribourg
581,5.5,"Belfaux, Route de Lossy 26",2120,46.8239110,7.1100774,fribourg
582,3.5,"Chavannes-les-Forts, Route des Ecoulas 1",1365,46.6486449,6.8961513,fribourg
583,3,"Bulle, Vieux Pont 72",1110,46.6131837,7.0608373,fribourg
584,3.5,"Avry-devant-Pont, En Palud 3",1495,46.6833809,7.0831738,fribourg
585,1.5,"Fribourg, Rue Jacques-Vogt 1",1050,46.7989947,7.1536007,fribourg
586,3,"Fribourg, Cité des Jardins 15",950,46.8090535,7.1717887,fribourg
587,3,"Estavayer-le-Lac, Impasse du Mouret 3",1750,46.8492627,6.8463903,fribourg
588,4.5,"Marly, Allée Charles-Edouard-Guillaume 11",2200,46.7761988,7.1540352,fribourg
589,3.5,"Marly, Rue des Frères-Lumière 16",1520,46.7747259,7.1547099,fribourg
590,4.5,"La Roche FR, Bas de Scherwyl 10",2000,46.6976147,7.1382441,fribourg
591,4.5,"Cormérod, Route d'Avenches 12",N/A,46.8661615,7.0834187,fribourg
592,3.5,"Fribourg, Impasse du Castel 10",1620,46.8157996,7.1745062,fribourg
593,3.5,"Villars-sur-Glâne, Rue du Centre 16",N/A,46.7939676,7.1322857,fribourg
594,2.5,"Belfaux, Route de Lossy 20",1290,46.8231364,7.1101125,fribourg
595,4.5,"Cugy FR, Route de Fétigny 23",1100,46.8129074,6.8890094,fribourg
596,3.5,"Fribourg, Impasse de la Forêt 2A",1275,46.8116036,7.1721118,fribourg
597,4.5,"Enney, Le Perrey 40",1770,46.5690062,7.0772133,fribourg
598,4.5,"Fribourg, Avenue du Général-Guisan 44",1541,46.8108179,7.1465201,fribourg
599,3.5,"La Tour-de-Trême, Chemin de la Colline 17",N/A,46.6077160,7.0637909,fribourg
600,3.5,"Ursy, Route de Moudon 37",1420,46.6372046,6.8319664,fribourg
